SC001,SC002,SC003,SC004,SC005,SC006,SC007,SC008,SC009,SC010,SC011,SC012,SC013,SC014,SC015,SC016,SC017,SC018,SC019,SC020
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000093,TO_CO_TFTU000118,TO_CO_TFTU000180,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000189,TO_CO_TFTU000196,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000042,TO_CO_TFTU000058,TO_CO_TFTU000144,TO_CO_TFTU000145,TO_CO_TFTU000184
TO_CO_TFTU000157,TO_CO_TFTU000189,TO_CO_TFTU000076,TO_CO_TFTU000194,TO_CO_TFTU000179,TO_CO_TFTU000180,TO_CO_TFTU000190,TO_CO_TFTU000171,TO_CO_TFTU000171,TO_CO_TFTU000169,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000177,TO_CO_TFTU000145,TO_CO_TFTU000169,TO_CO_TFTU000169,TO_CO_TFTU000194,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000193
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000180,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000186,TO_CO_TFTU000196,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000042,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000184
TO_CO_TFTU000157,TO_CO_TFTU000189,TO_CO_TFTU000076,TO_CO_TFTU000203,TO_CO_TFTU000179,TO_CO_TFTU000150,TO_CO_TFTU000199,TO_CO_TFTU000200,TO_CO_TFTU000150,TO_CO_TFTU000148,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000203,TO_CO_TFTU000145,TO_CO_TFTU000180,TO_CO_TFTU000136,TO_CO_TFTU000194,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000144
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000195,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000186,TO_CO_TFTU000195,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000042,TO_CO_TFTU000058,TO_CO_TFTU000196,TO_CO_TFTU000196,TO_CO_TFTU000184
TO_CO_TFTU000157,TO_CO_TFTU000189,TO_CO_TFTU000148,TO_CO_TFTU000190,TO_CO_TFTU000179,TO_CO_TFTU000150,TO_CO_TFTU000190,TO_CO_TFTU000190,TO_CO_TFTU000150,TO_CO_TFTU000148,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000203,TO_CO_TFTU000195,TO_CO_TFTU000150,TO_CO_TFTU000093,TO_CO_TFTU000205,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000148
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000200,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000186,TO_CO_TFTU000136,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000042,TO_CO_TFTU000058,TO_CO_TFTU000084,TO_CO_TFTU000192,TO_CO_TFTU000184
TO_CO_TFTU000150,TO_CO_TFTU000186,TO_CO_TFTU000200,TO_CO_TFTU000194,TO_CO_TFTU000179,TO_CO_TFTU000136,TO_CO_TFTU000190,TO_CO_TFTU000200,TO_CO_TFTU000169,TO_CO_TFTU000150,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000177,TO_CO_TFTU000144,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000203,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000186
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000169,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000192,TO_CO_TFTU000195,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000180,TO_CO_TFTU000058,TO_CO_TFTU000144,TO_CO_TFTU000180,TO_CO_TFTU000184
TO_CO_TFTU000157,TO_CO_TFTU000189,TO_CO_TFTU000199,TO_CO_TFTU000177,TO_CO_TFTU000179,TO_CO_TFTU000136,TO_CO_TFTU000201,TO_CO_TFTU000182,TO_CO_TFTU000196,TO_CO_TFTU000169,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000177,TO_CO_TFTU000144,TO_CO_TFTU000101,TO_CO_TFTU000145,TO_CO_TFTU000197,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000189
TO_CO_TFTU000170,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000200,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000192,TO_CO_TFTU000101,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000201,TO_CO_TFTU000058,TO_CO_TFTU000169,TO_CO_TFTU000192,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000189,TO_CO_TFTU000199,TO_CO_TFTU000207,TO_CO_TFTU000179,TO_CO_TFTU000157,TO_CO_TFTU000182,TO_CO_TFTU000199,TO_CO_TFTU000157,TO_CO_TFTU000200,TO_CO_TFTU000176,TO_CO_TFTU000078,TO_CO_TFTU000197,TO_CO_TFTU000169,TO_CO_TFTU000157,TO_CO_TFTU000145,TO_CO_TFTU000194,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000186
TO_CO_TFTU000199,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000189,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000136,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000201,TO_CO_TFTU000058,TO_CO_TFTU000169,TO_CO_TFTU000196,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000186,TO_CO_TFTU000199,TO_CO_TFTU000194,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000190,TO_CO_TFTU000177,TO_CO_TFTU000136,TO_CO_TFTU000196,TO_CO_TFTU000176,TO_CO_TFTU000169,TO_CO_TFTU000194,TO_CO_TFTU000144,TO_CO_TFTU000186,TO_CO_TFTU000145,TO_CO_TFTU000197,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000186
TO_CO_TFTU000199,TO_CO_TFTU000187,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000189,TO_CO_TFTU000028,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000192,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000201,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000136,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000144,TO_CO_TFTU000201,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000203,TO_CO_TFTU000196,TO_CO_TFTU000101,TO_CO_TFTU000144,TO_CO_TFTU000176,TO_CO_TFTU000190,TO_CO_TFTU000197,TO_CO_TFTU000190,TO_CO_TFTU000190,TO_CO_TFTU000145,TO_CO_TFTU000197,TO_CO_TFTU000159,TO_CO_TFTU000181,TO_CO_TFTU000189
TO_CO_TFTU000200,TO_CO_TFTU000200,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000189,TO_CO_TFTU000194,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000207,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000196,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000203,TO_CO_TFTU000207,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000201,TO_CO_TFTU000157,TO_CO_TFTU000169,TO_CO_TFTU000186,TO_CO_TFTU000182,TO_CO_TFTU000182,TO_CO_TFTU000212,TO_CO_TFTU000186,TO_CO_TFTU000157,TO_CO_TFTU000145,TO_CO_TFTU000197,TO_CO_TFTU000148,TO_CO_TFTU000181,TO_CO_TFTU000189
TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000190,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000177,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000196,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000148,TO_CO_TFTU000207,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000207,TO_CO_TFTU000136,TO_CO_TFTU000157,TO_CO_TFTU000190,TO_CO_TFTU000182,TO_CO_TFTU000182,TO_CO_TFTU000194,TO_CO_TFTU000148,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000197,TO_CO_TFTU000144,TO_CO_TFTU000181,TO_CO_TFTU000101
TO_CO_TFTU000169,TO_CO_TFTU000199,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000186,TO_CO_TFTU000194,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000209,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000186,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000203,TO_CO_TFTU000210,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000197,TO_CO_TFTU000157,TO_CO_TFTU000101,TO_CO_TFTU000101,TO_CO_TFTU000203,TO_CO_TFTU000177,TO_CO_TFTU000197,TO_CO_TFTU000186,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000205,TO_CO_TFTU000148,TO_CO_TFTU000181,TO_CO_TFTU000101
TO_CO_TFTU000148,TO_CO_TFTU000148,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000186,TO_CO_TFTU000201,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000194,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000189,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000144,TO_CO_TFTU000210,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000201,TO_CO_TFTU000136,TO_CO_TFTU000157,TO_CO_TFTU000169,TO_CO_TFTU000171,TO_CO_TFTU000197,TO_CO_TFTU000210,TO_CO_TFTU000148,TO_CO_TFTU000101,TO_CO_TFTU000145,TO_CO_TFTU000205,TO_CO_TFTU000211,TO_CO_TFTU000181,TO_CO_TFTU000136
TO_CO_TFTU000144,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000209,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000194,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000196,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000171,TO_CO_TFTU000210,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000201,TO_CO_TFTU000144,TO_CO_TFTU000169,TO_CO_TFTU000203,TO_CO_TFTU000207,TO_CO_TFTU000182,TO_CO_TFTU000209,TO_CO_TFTU000101,TO_CO_TFTU000169,TO_CO_TFTU000145,TO_CO_TFTU000205,TO_CO_TFTU000148,TO_CO_TFTU000181,TO_CO_TFTU000189
TO_CO_TFTU000144,TO_CO_TFTU000199,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000211,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000041,TO_CO_TFTU000079,TO_CO_TFTU000209,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000207,TO_CO_TFTU000201,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000211,TO_CO_TFTU000199,TO_CO_TFTU000148,TO_CO_TFTU000186,TO_CO_TFTU000203,TO_CO_TFTU000194,TO_CO_TFTU000194,TO_CO_TFTU000157,TO_CO_TFTU000169,TO_CO_TFTU000145,TO_CO_TFTU000209,TO_CO_TFTU000144,TO_CO_TFTU000181,TO_CO_TFTU000196
TO_CO_TFTU000171,TO_CO_TFTU000171,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000207,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000203,TO_CO_TFTU000079,TO_CO_TFTU000212,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000184
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000207,TO_CO_TFTU000212,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000211,TO_CO_TFTU000199,TO_CO_TFTU000190,TO_CO_TFTU000171,TO_CO_TFTU000201,TO_CO_TFTU000194,TO_CO_TFTU000197,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000144,TO_CO_TFTU000084,TO_CO_TFTU000207,TO_CO_TFTU000189
TO_CO_TFTU000190,TO_CO_TFTU000148,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000209,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000182,TO_CO_TFTU000209,TO_CO_TFTU000212,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000084
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000182,TO_CO_TFTU000203,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000101,TO_CO_TFTU000136,TO_CO_TFTU000101,TO_CO_TFTU000186,TO_CO_TFTU000211,TO_CO_TFTU000212,TO_CO_TFTU000215,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000190,TO_CO_TFTU000197,TO_CO_TFTU000084,TO_CO_TFTU000189
TO_CO_TFTU000148,TO_CO_TFTU000201,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000186,TO_CO_TFTU000209,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000207,TO_CO_TFTU000194,TO_CO_TFTU000211,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000084
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000177,TO_CO_TFTU000101,TO_CO_TFTU000179,TO_CO_TFTU000093,TO_CO_TFTU000190,TO_CO_TFTU000136,TO_CO_TFTU000169,TO_CO_TFTU000196,TO_CO_TFTU000201,TO_CO_TFTU000188,TO_CO_TFTU000214,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000186,TO_CO_TFTU000182,TO_CO_TFTU000144,TO_CO_TFTU000189
TO_CO_TFTU000044,TO_CO_TFTU000171,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000210,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000182,TO_CO_TFTU000188,TO_CO_TFTU000044,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000084
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000169,TO_CO_TFTU000203,TO_CO_TFTU000050,TO_CO_TFTU000093,TO_CO_TFTU000101,TO_CO_TFTU000136,TO_CO_TFTU000203,TO_CO_TFTU000186,TO_CO_TFTU000197,TO_CO_TFTU000197,TO_CO_TFTU000044,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000203,TO_CO_TFTU000148,TO_CO_TFTU000084,TO_CO_TFTU000189
TO_CO_TFTU000169,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000209,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000201,TO_CO_TFTU000215,TO_CO_TFTU000215,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000212
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000207,TO_CO_TFTU000211,TO_CO_TFTU000148,TO_CO_TFTU000093,TO_CO_TFTU000207,TO_CO_TFTU000186,TO_CO_TFTU000101,TO_CO_TFTU000186,TO_CO_TFTU000177,TO_CO_TFTU000177,TO_CO_TFTU000084,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000144,TO_CO_TFTU000101,TO_CO_TFTU000101,TO_CO_TFTU000189
TO_CO_TFTU000169,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000205,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000084,TO_CO_TFTU000214,TO_CO_TFTU000177,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000211
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000182,TO_CO_TFTU000148,TO_CO_TFTU000044,TO_CO_TFTU000093,TO_CO_TFTU000212,TO_CO_TFTU000190,TO_CO_TFTU000212,TO_CO_TFTU000186,TO_CO_TFTU000182,TO_CO_TFTU000188,TO_CO_TFTU000084,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000144,TO_CO_TFTU000171,TO_CO_TFTU000144,TO_CO_TFTU000189
TO_CO_TFTU000201,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000205,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000083,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000201,TO_CO_TFTU000197,TO_CO_TFTU000209,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000044
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000144,TO_CO_TFTU000101,TO_CO_TFTU000148,TO_CO_TFTU000093,TO_CO_TFTU000148,TO_CO_TFTU000201,TO_CO_TFTU000211,TO_CO_TFTU000190,TO_CO_TFTU000207,TO_CO_TFTU000188,TO_CO_TFTU000201,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000169,TO_CO_TFTU000182,TO_CO_TFTU000172,TO_CO_TFTU000189
TO_CO_TFTU000201,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000194,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000212,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000172,TO_CO_TFTU000221,TO_CO_TFTU000194,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000171
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000177,TO_CO_TFTU000169,TO_CO_TFTU000050,TO_CO_TFTU000093,TO_CO_TFTU000212,TO_CO_TFTU000203,TO_CO_TFTU000211,TO_CO_TFTU000186,TO_CO_TFTU000203,TO_CO_TFTU000214,TO_CO_TFTU000214,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000101,TO_CO_TFTU000182,TO_CO_TFTU000050,TO_CO_TFTU000189
TO_CO_TFTU000084,TO_CO_TFTU000186,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000197,TO_CO_TFTU000134,TO_CO_TFTU000162,TO_CO_TFTU000044,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000182,TO_CO_TFTU000172,TO_CO_TFTU000209,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000148
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000203,TO_CO_TFTU000212,TO_CO_TFTU000101,TO_CO_TFTU000093,TO_CO_TFTU000044,TO_CO_TFTU000207,TO_CO_TFTU000211,TO_CO_TFTU000186,TO_CO_TFTU000203,TO_CO_TFTU000172,TO_CO_TFTU000214,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000209,TO_CO_TFTU000197,TO_CO_TFTU000050,TO_CO_TFTU000189
TO_CO_TFTU000169,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000210,TO_CO_TFTU000134,TO_CO_TFTU000171,TO_CO_TFTU000197,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000188,TO_CO_TFTU000188,TO_CO_TFTU000209,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000171
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000169,TO_CO_TFTU000209,TO_CO_TFTU000221,TO_CO_TFTU000093,TO_CO_TFTU000101,TO_CO_TFTU000207,TO_CO_TFTU000211,TO_CO_TFTU000169,TO_CO_TFTU000212,TO_CO_TFTU000220,TO_CO_TFTU000055,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000169,TO_CO_TFTU000044,TO_CO_TFTU000101,TO_CO_TFTU000189
TO_CO_TFTU000186,TO_CO_TFTU000190,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000213,TO_CO_TFTU000134,TO_CO_TFTU000177,TO_CO_TFTU000197,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000144,TO_CO_TFTU000194,TO_CO_TFTU000214,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000171
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000203,TO_CO_TFTU000084,TO_CO_TFTU000101,TO_CO_TFTU000093,TO_CO_TFTU000209,TO_CO_TFTU000207,TO_CO_TFTU000211,TO_CO_TFTU000169,TO_CO_TFTU000203,TO_CO_TFTU000209,TO_CO_TFTU000148,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000144,TO_CO_TFTU000148,TO_CO_TFTU000084,TO_CO_TFTU000189
TO_CO_TFTU000186,TO_CO_TFTU000203,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000188,TO_CO_TFTU000134,TO_CO_TFTU000182,TO_CO_TFTU000212,TO_CO_TFTU000191,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000171,TO_CO_TFTU000197,TO_CO_TFTU000144,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000044
TO_CO_TFTU000195,TO_CO_TFTU000192,TO_CO_TFTU000190,TO_CO_TFTU000044,TO_CO_TFTU000144,TO_CO_TFTU000093,TO_CO_TFTU000212,TO_CO_TFTU000207,TO_CO_TFTU000211,TO_CO_TFTU000169,TO_CO_TFTU000201,TO_CO_TFTU000214,TO_CO_TFTU000171,TO_CO_TFTU000157,TO_CO_TFTU000136,TO_CO_TFTU000145,TO_CO_TFTU000101,TO_CO_TFTU000201,TO_CO_TFTU000055,TO_CO_TFTU000189
TO_CO_TFTU000186,TO_CO_TFTU000203,TO_CO_TFTU000193,TO_CO_TFTU000118,TO_CO_TFTU000196,TO_CO_TFTU000188,TO_CO_TFTU000134,TO_CO_TFTU000084,TO_CO_TFTU000220,TO_CO_TFTU000223,TO_CO_TFTU000180,TO_CO_TFTU000150,TO_CO_TFTU000092,TO_CO_TFTU000215,TO_CO_TFTU000194,TO_CO_TFTU000148,TO_CO_TFTU000058,TO_CO_TFTU000200,TO_CO_TFTU000199,TO_CO_TFTU000182
