Timestamp,SC,TO,Action,Activity,Location,Duration
2024-11-14 10:50:07,SC006,TO_CO_TFTU000135,DROP,arriving,at WS008.01,88
2024-11-14 10:50:07,SC006,TO_CO_TFTU000135,DROP,working,at WS008.01,60
2024-11-14 10:50:11,SC018,TO_CO_TFTU000129,DROP,finished,at YARD001.03,0
2024-11-14 10:50:11,SC018,TO_CO_TFTU000115,PICK,driving,to RAIL001.15,32
2024-11-14 10:50:12,SC007,TO_CO_TFTU000141,PICK,arriving,at QC004,9
2024-11-14 10:50:13,SC007,TO_CO_TFTU000141,PICK,working,at QC004,61
2024-11-14 10:50:18,SC017,TO_CO_TFTU000015,DROP,working,at WS016.01,60
2024-11-14 10:50:19,SC017,TO_CO_TFTU000015,DROP,arriving,at WS016.01,142
2024-11-14 10:50:24,SC010,TO_CO_TFTU000131,DROP,arriving,at WS003.01,77
2024-11-14 10:50:25,SC010,TO_CO_TFTU000131,DROP,working,at WS003.01,61
2024-11-14 10:50:27,SC008,TO_CO_TFTU000110,DROP,arriving,at WS014.01,112
2024-11-14 10:50:27,SC008,TO_CO_TFTU000110,DROP,working,at WS014.01,60
2024-11-14 10:50:29,SC009,TO_CO_TFTU000151,PICK,finished,at QC006,0
2024-11-14 10:50:29,SC005,TO_CO_TFTU000140,DROP,finished,at WS004.01,0
2024-11-14 10:50:29,SC009,TO_CO_TFTU000151,DROP,driving,to YARD001.57,17
2024-11-14 10:50:29,SC005,TO_CO_TFTU000149,PICK,driving,to QC005,52
2024-11-14 10:50:29,SC015,TO_CO_TFTU000156,PICK,waited,at QC006,44
2024-11-14 10:50:29,SC015,TO_CO_TFTU000156,PICK,working,at QC006,60
2024-11-14 10:50:34,SC011,TO_CO_TFTU000153,PICK,finished,at QC004,0
2024-11-14 10:50:34,SC011,TO_CO_TFTU000153,DROP,driving,to WS003.01,38
2024-11-14 10:50:35,SC003,TO_CO_TFTU000088,PICK,finished,at QC005,0
2024-11-14 10:50:35,SC003,TO_CO_TFTU000088,DROP,driving,to WS013.01,115
2024-11-14 10:50:37,SC016,TO_CO_TFTU000109,PICK,finished,at RAIL001.02,0
2024-11-14 10:50:37,SC016,TO_CO_TFTU000109,DROP,driving,to WS011.01,141
2024-11-14 10:50:41,SC012,TO_CO_TFTU000139,DROP,finished,at YARD001.27,0
2024-11-14 10:50:41,SC004,TO_CO_TFTU000119,PICK,finished,at QC006,0
2024-11-14 10:50:41,SC012,TO_CO_TFTU000158,PICK,driving,to QC004,17
2024-11-14 10:50:41,SC004,TO_CO_TFTU000119,DROP,driving,to WS008.01,88
2024-11-14 10:50:41,SC001,TO_CO_TFTU000152,PICK,arriving,at QC006,124
2024-11-14 10:50:41,SC001,TO_CO_TFTU000152,PICK,working,at QC006,60
2024-11-14 10:50:43,SC018,TO_CO_TFTU000115,PICK,arriving,at RAIL001.15,32
2024-11-14 10:50:44,SC018,TO_CO_TFTU000115,PICK,working,at RAIL001.15,61
2024-11-14 10:50:46,SC009,TO_CO_TFTU000151,DROP,arriving,at YARD001.57,17
2024-11-14 10:50:46,SC009,TO_CO_TFTU000151,DROP,working,at YARD001.57,60
2024-11-14 10:50:58,SC014,TO_CO_TFTU000147,DROP,finished,at YARD001.51,0
2024-11-14 10:50:58,SC014,TO_CO_TFTU000091,PICK,driving,to QC006,9
2024-11-14 10:50:58,SC002,TO_CO_TFTU000124,DROP,arriving,at WS008.01,70
2024-11-14 10:50:58,SC012,TO_CO_TFTU000158,PICK,arriving,at QC004,17
2024-11-14 10:50:58,SC002,TO_CO_TFTU000124,DROP,working,at WS008.01,60
2024-11-14 10:50:58,SC012,TO_CO_TFTU000158,PICK,working,at QC004,60
2024-11-14 10:51:07,SC006,TO_CO_TFTU000135,DROP,finished,at WS008.01,0
2024-11-14 10:51:07,SC006,TO_CO_TFTU000166,PICK,driving,to QC003,83
2024-11-14 10:51:07,SC014,TO_CO_TFTU000091,PICK,arriving,at QC006,9
2024-11-14 10:51:12,SC011,TO_CO_TFTU000153,DROP,arriving,at WS003.01,38
2024-11-14 10:51:12,SC011,TO_CO_TFTU000153,DROP,working,at WS003.01,60
2024-11-14 10:51:13,SC007,TO_CO_TFTU000141,PICK,finished,at QC004,0
2024-11-14 10:51:13,SC007,TO_CO_TFTU000141,DROP,driving,to YARD001.14,40
2024-11-14 10:51:18,SC017,TO_CO_TFTU000015,DROP,finished,at WS016.01,0
2024-11-14 10:51:18,SC017,TO_CO_TFTU000049,PICK,driving,to QC006,160
2024-11-14 10:51:19,SC020,TO_CO_TFTU000146,DROP,arriving,at WS007.01,74
2024-11-14 10:51:19,SC020,TO_CO_TFTU000146,DROP,working,at WS007.01,60
2024-11-14 10:51:21,SC005,TO_CO_TFTU000149,PICK,arriving,at QC005,52
2024-11-14 10:51:21,SC005,TO_CO_TFTU000149,PICK,working,at QC005,60
2024-11-14 10:51:21,SC013,TO_CO_TFTU000025,DROP,working,at WS012.01,60
2024-11-14 10:51:22,SC013,TO_CO_TFTU000025,DROP,arriving,at WS012.01,124
2024-11-14 10:51:25,SC010,TO_CO_TFTU000131,DROP,finished,at WS003.01,0
2024-11-14 10:51:25,SC010,TO_CO_TFTU000160,PICK,driving,to QC003,56
2024-11-14 10:51:27,SC008,TO_CO_TFTU000110,DROP,finished,at WS014.01,0
2024-11-14 10:51:27,SC008,TO_CO_TFTU000112,PICK,driving,to QC004,119
2024-11-14 10:51:29,SC015,TO_CO_TFTU000156,PICK,finished,at QC006,0
2024-11-14 10:51:29,SC015,TO_CO_TFTU000156,DROP,driving,to WS001.01,43
2024-11-14 10:51:29,SC014,TO_CO_TFTU000091,PICK,waited,at QC006,21
2024-11-14 10:51:29,SC014,TO_CO_TFTU000091,PICK,working,at QC006,61
2024-11-14 10:51:42,SC001,TO_CO_TFTU000152,PICK,finished,at QC006,0
2024-11-14 10:51:42,SC001,TO_CO_TFTU000152,DROP,driving,to YARD001.24,58
2024-11-14 10:51:44,SC018,TO_CO_TFTU000115,PICK,finished,at RAIL001.15,0
2024-11-14 10:51:44,SC018,TO_CO_TFTU000115,DROP,driving,to WS004.01,89
2024-11-14 10:51:46,SC009,TO_CO_TFTU000151,DROP,finished,at YARD001.57,0
2024-11-14 10:51:46,SC009,TO_CO_TFTU000054,PICK,driving,to QC007,17
2024-11-14 10:51:46,SC019,TO_CO_TFTU000164,PICK,arriving,at QC006,106
2024-11-14 10:51:46,SC019,TO_CO_TFTU000164,PICK,working,at QC006,60
2024-11-14 10:51:53,SC007,TO_CO_TFTU000141,DROP,arriving,at YARD001.14,40
2024-11-14 10:51:53,SC007,TO_CO_TFTU000141,DROP,working,at YARD001.14,60
2024-11-14 10:51:58,SC002,TO_CO_TFTU000124,DROP,finished,at WS008.01,0
2024-11-14 10:51:58,SC012,TO_CO_TFTU000158,PICK,finished,at QC004,0
2024-11-14 10:51:58,SC002,TO_CO_TFTU000167,PICK,driving,to QC005,70
2024-11-14 10:51:58,SC012,TO_CO_TFTU000158,DROP,driving,to WS010.01,83
2024-11-14 10:52:03,SC009,TO_CO_TFTU000054,PICK,arriving,at QC007,17
2024-11-14 10:52:03,SC009,TO_CO_TFTU000054,PICK,working,at QC007,60
2024-11-14 10:52:09,SC004,TO_CO_TFTU000119,DROP,arriving,at WS008.01,88
2024-11-14 10:52:09,SC004,TO_CO_TFTU000119,DROP,working,at WS008.01,60
2024-11-14 10:52:12,SC011,TO_CO_TFTU000153,DROP,finished,at WS003.01,0
2024-11-14 10:52:12,SC011,TO_CO_TFTU000154,PICK,driving,to QC005,43
2024-11-14 10:52:12,SC015,TO_CO_TFTU000156,DROP,arriving,at WS001.01,43
2024-11-14 10:52:12,SC015,TO_CO_TFTU000156,DROP,working,at WS001.01,60
2024-11-14 10:52:19,SC020,TO_CO_TFTU000146,DROP,finished,at WS007.01,0
2024-11-14 10:52:19,SC020,TO_CO_TFTU000143,PICK,driving,to QC006,79
2024-11-14 10:52:21,SC005,TO_CO_TFTU000149,PICK,finished,at QC005,0
2024-11-14 10:52:21,SC013,TO_CO_TFTU000025,DROP,finished,at WS012.01,0
2024-11-14 10:52:21,SC005,TO_CO_TFTU000149,DROP,driving,to WS004.01,52
2024-11-14 10:52:21,SC013,TO_CO_TFTU000021,PICK,driving,to QC007,142
2024-11-14 10:52:21,SC010,TO_CO_TFTU000160,PICK,arriving,at QC003,56
2024-11-14 10:52:21,SC010,TO_CO_TFTU000160,PICK,working,at QC003,60
2024-11-14 10:52:29,SC003,TO_CO_TFTU000088,DROP,working,at WS013.01,60
2024-11-14 10:52:30,SC014,TO_CO_TFTU000091,PICK,finished,at QC006,0
2024-11-14 10:52:30,SC014,TO_CO_TFTU000091,DROP,driving,to WS012.01,124
2024-11-14 10:52:30,SC003,TO_CO_TFTU000088,DROP,arriving,at WS013.01,115
2024-11-14 10:52:30,SC006,TO_CO_TFTU000166,PICK,arriving,at QC003,83
2024-11-14 10:52:30,SC006,TO_CO_TFTU000166,PICK,working,at QC003,60
2024-11-14 10:52:40,SC001,TO_CO_TFTU000152,DROP,arriving,at YARD001.24,58
2024-11-14 10:52:40,SC001,TO_CO_TFTU000152,DROP,working,at YARD001.24,60
2024-11-14 10:52:46,SC019,TO_CO_TFTU000164,PICK,finished,at QC006,0
2024-11-14 10:52:46,SC019,TO_CO_TFTU000164,DROP,driving,to YARD001.14,76
2024-11-14 10:52:53,SC007,TO_CO_TFTU000141,DROP,finished,at YARD001.14,0
2024-11-14 10:52:53,SC007,TO_CO_TFTU000022,PICK,driving,to QC001,11
2024-11-14 10:52:54,SC011,TO_CO_TFTU000154,PICK,working,at QC005,60
2024-11-14 10:52:55,SC011,TO_CO_TFTU000154,PICK,arriving,at QC005,43
2024-11-14 10:52:58,SC016,TO_CO_TFTU000109,DROP,arriving,at WS011.01,141
2024-11-14 10:52:59,SC016,TO_CO_TFTU000109,DROP,working,at WS011.01,61
2024-11-14 10:53:03,SC009,TO_CO_TFTU000054,PICK,finished,at QC007,0
2024-11-14 10:53:03,SC009,TO_CO_TFTU000054,DROP,driving,to WS013.01,151
2024-11-14 10:53:04,SC007,TO_CO_TFTU000022,PICK,arriving,at QC001,11
2024-11-14 10:53:05,SC007,TO_CO_TFTU000022,PICK,working,at QC001,61
2024-11-14 10:53:08,SC002,TO_CO_TFTU000167,PICK,arriving,at QC005,70
2024-11-14 10:53:08,SC002,TO_CO_TFTU000167,PICK,working,at QC005,60
2024-11-14 10:53:09,SC004,TO_CO_TFTU000119,DROP,finished,at WS008.01,0
2024-11-14 10:53:09,SC004,TO_CO_TFTU000048,PICK,driving,to QC006,88
2024-11-14 10:53:12,SC015,TO_CO_TFTU000156,DROP,finished,at WS001.01,0
2024-11-14 10:53:12,SC015,TO_CO_TFTU000155,PICK,driving,to QC005,25
2024-11-14 10:53:13,SC018,TO_CO_TFTU000115,DROP,arriving,at WS004.01,89
2024-11-14 10:53:13,SC005,TO_CO_TFTU000149,DROP,arriving,at WS004.01,52
2024-11-14 10:53:13,SC005,TO_CO_TFTU000149,DROP,working,at WS004.01,60
2024-11-14 10:53:13,SC018,TO_CO_TFTU000115,DROP,working,at WS004.01,60
2024-11-14 10:53:21,SC010,TO_CO_TFTU000160,PICK,finished,at QC003,0
2024-11-14 10:53:21,SC010,TO_CO_TFTU000160,DROP,driving,to WS004.01,65
2024-11-14 10:53:21,SC012,TO_CO_TFTU000158,DROP,arriving,at WS010.01,83
2024-11-14 10:53:21,SC012,TO_CO_TFTU000158,DROP,working,at WS010.01,60
2024-11-14 10:53:26,SC008,TO_CO_TFTU000112,PICK,arriving,at QC004,119
2024-11-14 10:53:26,SC008,TO_CO_TFTU000112,PICK,working,at QC004,60
2024-11-14 10:53:29,SC003,TO_CO_TFTU000088,DROP,finished,at WS013.01,0
2024-11-14 10:53:29,SC003,TO_CO_TFTU000076,PICK,driving,to QC003,128
2024-11-14 10:53:30,SC006,TO_CO_TFTU000166,PICK,finished,at QC003,0
2024-11-14 10:53:30,SC006,TO_CO_TFTU000166,DROP,driving,to YARD001.57,71
2024-11-14 10:53:37,SC015,TO_CO_TFTU000155,PICK,arriving,at QC005,25
2024-11-14 10:53:38,SC020,TO_CO_TFTU000143,PICK,arriving,at QC006,79
2024-11-14 10:53:38,SC020,TO_CO_TFTU000143,PICK,working,at QC006,60
2024-11-14 10:53:40,SC001,TO_CO_TFTU000152,DROP,finished,at YARD001.24,0
2024-11-14 10:53:40,SC001,TO_CO_TFTU000165,PICK,driving,to QC003,11
2024-11-14 10:53:51,SC001,TO_CO_TFTU000165,PICK,arriving,at QC003,11
2024-11-14 10:53:51,SC001,TO_CO_TFTU000165,PICK,working,at QC003,60
2024-11-14 10:53:54,SC011,TO_CO_TFTU000154,PICK,finished,at QC005,0
2024-11-14 10:53:54,SC011,TO_CO_TFTU000154,DROP,driving,to WS008.01,70
2024-11-14 10:53:54,SC015,TO_CO_TFTU000155,PICK,waited,at QC005,17
2024-11-14 10:53:54,SC015,TO_CO_TFTU000155,PICK,working,at QC005,60
2024-11-14 10:53:58,SC017,TO_CO_TFTU000049,PICK,arriving,at QC006,160
2024-11-14 10:53:58,SC017,TO_CO_TFTU000049,PICK,working,at QC006,60
2024-11-14 10:53:59,SC016,TO_CO_TFTU000109,DROP,finished,at WS011.01,0
2024-11-14 10:53:59,SC016,TO_CO_TFTU000042,PICK,driving,to QC006,115
2024-11-14 10:54:02,SC019,TO_CO_TFTU000164,DROP,arriving,at YARD001.14,76
2024-11-14 10:54:02,SC019,TO_CO_TFTU000164,DROP,working,at YARD001.14,60
2024-11-14 10:54:05,SC007,TO_CO_TFTU000022,PICK,finished,at QC001,0
2024-11-14 10:54:05,SC007,TO_CO_TFTU000022,DROP,driving,to WS017.01,182
2024-11-14 10:54:08,SC002,TO_CO_TFTU000167,PICK,finished,at QC005,0
2024-11-14 10:54:08,SC002,TO_CO_TFTU000167,DROP,driving,to WS011.01,97
2024-11-14 10:54:13,SC018,TO_CO_TFTU000115,DROP,finished,at WS004.01,0
2024-11-14 10:54:13,SC005,TO_CO_TFTU000149,DROP,finished,at WS004.01,0
2024-11-14 10:54:13,SC018,TO_CO_TFTU000175,PICK,driving,to QC003,65
2024-11-14 10:54:13,SC005,TO_CO_TFTU000161,PICK,driving,to QC005,52
2024-11-14 10:54:21,SC012,TO_CO_TFTU000158,DROP,finished,at WS010.01,0
2024-11-14 10:54:21,SC012,TO_CO_TFTU000078,PICK,driving,to QC007,124
2024-11-14 10:54:26,SC008,TO_CO_TFTU000112,PICK,finished,at QC004,0
2024-11-14 10:54:26,SC008,TO_CO_TFTU000112,DROP,driving,to WS014.01,119
2024-11-14 10:54:26,SC010,TO_CO_TFTU000160,DROP,arriving,at WS004.01,65
2024-11-14 10:54:26,SC010,TO_CO_TFTU000160,DROP,working,at WS004.01,60
2024-11-14 10:54:34,SC014,TO_CO_TFTU000091,DROP,arriving,at WS012.01,124
2024-11-14 10:54:34,SC014,TO_CO_TFTU000091,DROP,working,at WS012.01,60
2024-11-14 10:54:37,SC004,TO_CO_TFTU000048,PICK,arriving,at QC006,88
2024-11-14 10:54:38,SC020,TO_CO_TFTU000143,PICK,finished,at QC006,0
2024-11-14 10:54:38,SC020,TO_CO_TFTU000143,DROP,driving,to WS010.01,106
2024-11-14 10:54:38,SC004,TO_CO_TFTU000048,PICK,working,at QC006,61
2024-11-14 10:54:41,SC006,TO_CO_TFTU000166,DROP,arriving,at YARD001.57,71
2024-11-14 10:54:41,SC006,TO_CO_TFTU000166,DROP,working,at YARD001.57,60
2024-11-14 10:54:43,SC013,TO_CO_TFTU000021,PICK,arriving,at QC007,142
2024-11-14 10:54:43,SC013,TO_CO_TFTU000021,PICK,working,at QC007,60
2024-11-14 10:54:51,SC001,TO_CO_TFTU000165,PICK,finished,at QC003,0
2024-11-14 10:54:51,SC001,TO_CO_TFTU000165,DROP,driving,to YARD001.48,54
2024-11-14 10:54:55,SC015,TO_CO_TFTU000155,PICK,finished,at QC005,0
2024-11-14 10:54:55,SC015,TO_CO_TFTU000155,DROP,driving,to YARD001.02,76
2024-11-14 10:54:58,SC017,TO_CO_TFTU000049,PICK,finished,at QC006,0
2024-11-14 10:54:58,SC017,TO_CO_TFTU000049,DROP,driving,to WS015.01,151
2024-11-14 10:55:02,SC019,TO_CO_TFTU000164,DROP,finished,at YARD001.14,0
2024-11-14 10:55:02,SC019,TO_CO_TFTU000173,PICK,driving,to QC001,11
2024-11-14 10:55:04,SC011,TO_CO_TFTU000154,DROP,arriving,at WS008.01,70
2024-11-14 10:55:04,SC011,TO_CO_TFTU000154,DROP,working,at WS008.01,60
2024-11-14 10:55:05,SC005,TO_CO_TFTU000161,PICK,arriving,at QC005,52
2024-11-14 10:55:05,SC005,TO_CO_TFTU000161,PICK,working,at QC005,60
2024-11-14 10:55:13,SC019,TO_CO_TFTU000173,PICK,arriving,at QC001,11
2024-11-14 10:55:14,SC019,TO_CO_TFTU000173,PICK,working,at QC001,61
2024-11-14 10:55:18,SC018,TO_CO_TFTU000175,PICK,arriving,at QC003,65
2024-11-14 10:55:18,SC018,TO_CO_TFTU000175,PICK,working,at QC003,60
2024-11-14 10:55:26,SC010,TO_CO_TFTU000160,DROP,finished,at WS004.01,0
2024-11-14 10:55:26,SC010,TO_CO_TFTU000174,PICK,driving,to QC005,52
2024-11-14 10:55:34,SC014,TO_CO_TFTU000091,DROP,finished,at WS012.01,0
2024-11-14 10:55:34,SC014,TO_CO_TFTU000041,PICK,driving,to QC005,106
2024-11-14 10:55:34,SC009,TO_CO_TFTU000054,DROP,arriving,at WS013.01,151
2024-11-14 10:55:34,SC009,TO_CO_TFTU000054,DROP,working,at WS013.01,60
2024-11-14 10:55:37,SC003,TO_CO_TFTU000076,PICK,arriving,at QC003,128
2024-11-14 10:55:37,SC003,TO_CO_TFTU000076,PICK,working,at QC003,60
2024-11-14 10:55:40,SC004,TO_CO_TFTU000048,PICK,finished,at QC006,0
2024-11-14 10:55:40,SC004,TO_CO_TFTU000048,DROP,driving,to WS014.01,142
2024-11-14 10:55:41,SC006,TO_CO_TFTU000166,DROP,finished,at YARD001.57,0
2024-11-14 10:55:41,SC006,TO_CO_TFTU000028,PICK,driving,to QC007,17
2024-11-14 10:55:43,SC013,TO_CO_TFTU000021,PICK,finished,at QC007,0
2024-11-14 10:55:43,SC013,TO_CO_TFTU000021,DROP,driving,to WS014.01,160
2024-11-14 10:55:45,SC002,TO_CO_TFTU000167,DROP,arriving,at WS011.01,97
2024-11-14 10:55:45,SC001,TO_CO_TFTU000165,DROP,arriving,at YARD001.48,54
2024-11-14 10:55:45,SC002,TO_CO_TFTU000167,DROP,working,at WS011.01,60
2024-11-14 10:55:46,SC001,TO_CO_TFTU000165,DROP,working,at YARD001.48,61
2024-11-14 10:55:54,SC016,TO_CO_TFTU000042,PICK,arriving,at QC006,115
2024-11-14 10:55:54,SC016,TO_CO_TFTU000042,PICK,working,at QC006,60
2024-11-14 10:55:58,SC006,TO_CO_TFTU000028,PICK,arriving,at QC007,17
2024-11-14 10:55:58,SC006,TO_CO_TFTU000028,PICK,working,at QC007,60
2024-11-14 10:56:04,SC011,TO_CO_TFTU000154,DROP,finished,at WS008.01,0
2024-11-14 10:56:04,SC011,TO_CO_TFTU000176,PICK,driving,to QC003,83
2024-11-14 10:56:05,SC005,TO_CO_TFTU000161,PICK,finished,at QC005,0
2024-11-14 10:56:05,SC005,TO_CO_TFTU000161,DROP,driving,to WS008.01,70
2024-11-14 10:56:11,SC015,TO_CO_TFTU000155,DROP,arriving,at YARD001.02,76
2024-11-14 10:56:11,SC015,TO_CO_TFTU000155,DROP,working,at YARD001.02,60
2024-11-14 10:56:14,SC019,TO_CO_TFTU000173,PICK,finished,at QC001,0
2024-11-14 10:56:14,SC019,TO_CO_TFTU000173,DROP,driving,to WS003.01,74
2024-11-14 10:56:18,SC018,TO_CO_TFTU000175,PICK,finished,at QC003,0
2024-11-14 10:56:18,SC018,TO_CO_TFTU000175,DROP,driving,to WS001.01,38
2024-11-14 10:56:18,SC010,TO_CO_TFTU000174,PICK,arriving,at QC005,52
2024-11-14 10:56:18,SC010,TO_CO_TFTU000174,PICK,working,at QC005,60
2024-11-14 10:56:24,SC020,TO_CO_TFTU000143,DROP,arriving,at WS010.01,106
2024-11-14 10:56:24,SC020,TO_CO_TFTU000143,DROP,working,at WS010.01,60
2024-11-14 10:56:25,SC012,TO_CO_TFTU000078,PICK,arriving,at QC007,124
2024-11-14 10:56:25,SC008,TO_CO_TFTU000112,DROP,arriving,at WS014.01,119
2024-11-14 10:56:25,SC012,TO_CO_TFTU000078,PICK,working,at QC007,60
2024-11-14 10:56:25,SC008,TO_CO_TFTU000112,DROP,working,at WS014.01,60
2024-11-14 10:56:34,SC009,TO_CO_TFTU000054,DROP,finished,at WS013.01,0
2024-11-14 10:56:34,SC009,TO_CO_TFTU000083,PICK,driving,to QC006,133
2024-11-14 10:56:37,SC003,TO_CO_TFTU000076,PICK,finished,at QC003,0
2024-11-14 10:56:37,SC003,TO_CO_TFTU000076,DROP,driving,to WS015.01,146
2024-11-14 10:56:45,SC002,TO_CO_TFTU000167,DROP,finished,at WS011.01,0
2024-11-14 10:56:45,SC002,TO_CO_TFTU000187,PICK,driving,to QC005,97
2024-11-14 10:56:46,SC001,TO_CO_TFTU000165,DROP,finished,at YARD001.48,0
2024-11-14 10:56:46,SC001,TO_CO_TFTU000170,PICK,driving,to QC006,15
2024-11-14 10:56:54,SC016,TO_CO_TFTU000042,PICK,finished,at QC006,0
2024-11-14 10:56:54,SC016,TO_CO_TFTU000042,DROP,driving,to WS014.01,142
2024-11-14 10:56:56,SC018,TO_CO_TFTU000175,DROP,arriving,at WS001.01,38
2024-11-14 10:56:56,SC018,TO_CO_TFTU000175,DROP,working,at WS001.01,60
2024-11-14 10:56:58,SC006,TO_CO_TFTU000028,PICK,finished,at QC007,0
2024-11-14 10:56:58,SC006,TO_CO_TFTU000028,DROP,driving,to WS014.01,160
2024-11-14 10:57:01,SC001,TO_CO_TFTU000170,PICK,arriving,at QC006,15
2024-11-14 10:57:01,SC001,TO_CO_TFTU000170,PICK,working,at QC006,60
2024-11-14 10:57:07,SC007,TO_CO_TFTU000022,DROP,arriving,at WS017.01,182
2024-11-14 10:57:07,SC007,TO_CO_TFTU000022,DROP,working,at WS017.01,60
2024-11-14 10:57:11,SC015,TO_CO_TFTU000155,DROP,finished,at YARD001.02,0
2024-11-14 10:57:11,SC015,TO_CO_TFTU000079,PICK,driving,to RAIL001.21,34
2024-11-14 10:57:15,SC005,TO_CO_TFTU000161,DROP,arriving,at WS008.01,70
2024-11-14 10:57:15,SC005,TO_CO_TFTU000161,DROP,working,at WS008.01,60
2024-11-14 10:57:18,SC010,TO_CO_TFTU000174,PICK,finished,at QC005,0
2024-11-14 10:57:18,SC010,TO_CO_TFTU000174,DROP,driving,to WS010.01,88
2024-11-14 10:57:19,SC014,TO_CO_TFTU000041,PICK,working,at QC005,60
2024-11-14 10:57:20,SC014,TO_CO_TFTU000041,PICK,arriving,at QC005,106
2024-11-14 10:57:24,SC020,TO_CO_TFTU000143,DROP,finished,at WS010.01,0
2024-11-14 10:57:24,SC020,TO_CO_TFTU000184,PICK,driving,to QC003,101
2024-11-14 10:57:25,SC008,TO_CO_TFTU000112,DROP,finished,at WS014.01,0
2024-11-14 10:57:25,SC012,TO_CO_TFTU000078,PICK,finished,at QC007,0
2024-11-14 10:57:25,SC008,TO_CO_TFTU000162,PICK,driving,to QC005,124
2024-11-14 10:57:25,SC012,TO_CO_TFTU000078,DROP,driving,to WS013.01,151
2024-11-14 10:57:27,SC011,TO_CO_TFTU000176,PICK,arriving,at QC003,83
2024-11-14 10:57:27,SC011,TO_CO_TFTU000176,PICK,working,at QC003,60
2024-11-14 10:57:28,SC019,TO_CO_TFTU000173,DROP,arriving,at WS003.01,74
2024-11-14 10:57:28,SC019,TO_CO_TFTU000173,DROP,working,at WS003.01,60
2024-11-14 10:57:29,SC017,TO_CO_TFTU000049,DROP,arriving,at WS015.01,151
2024-11-14 10:57:29,SC017,TO_CO_TFTU000049,DROP,working,at WS015.01,60
2024-11-14 10:57:45,SC015,TO_CO_TFTU000079,PICK,arriving,at RAIL001.21,34
2024-11-14 10:57:45,SC015,TO_CO_TFTU000079,PICK,working,at RAIL001.21,60
2024-11-14 10:57:56,SC018,TO_CO_TFTU000175,DROP,finished,at WS001.01,0
2024-11-14 10:57:56,SC018,TO_CO_TFTU000159,PICK,driving,to QC004,20
2024-11-14 10:58:01,SC001,TO_CO_TFTU000170,PICK,finished,at QC006,0
2024-11-14 10:58:01,SC001,TO_CO_TFTU000170,DROP,driving,to WS010.01,106
2024-11-14 10:58:01,SC004,TO_CO_TFTU000048,DROP,working,at WS014.01,60
2024-11-14 10:58:02,SC004,TO_CO_TFTU000048,DROP,arriving,at WS014.01,142
2024-11-14 10:58:07,SC007,TO_CO_TFTU000022,DROP,finished,at WS017.01,0
2024-11-14 10:58:07,SC007,TO_CO_TFTU000134,PICK,driving,to QC006,169
2024-11-14 10:58:15,SC005,TO_CO_TFTU000161,DROP,finished,at WS008.01,0
2024-11-14 10:58:15,SC005,TO_CO_TFTU000179,PICK,driving,to RAIL001.43,92
2024-11-14 10:58:16,SC018,TO_CO_TFTU000159,PICK,arriving,at QC004,20
2024-11-14 10:58:16,SC018,TO_CO_TFTU000159,PICK,working,at QC004,60
2024-11-14 10:58:19,SC014,TO_CO_TFTU000041,PICK,finished,at QC005,0
2024-11-14 10:58:19,SC014,TO_CO_TFTU000041,DROP,driving,to WS017.01,151
2024-11-14 10:58:22,SC002,TO_CO_TFTU000187,PICK,arriving,at QC005,97
2024-11-14 10:58:22,SC002,TO_CO_TFTU000187,PICK,working,at QC005,60
2024-11-14 10:58:23,SC013,TO_CO_TFTU000021,DROP,arriving,at WS014.01,160
2024-11-14 10:58:23,SC013,TO_CO_TFTU000021,DROP,working,at WS014.01,60
2024-11-14 10:58:27,SC011,TO_CO_TFTU000176,PICK,finished,at QC003,0
2024-11-14 10:58:27,SC011,TO_CO_TFTU000176,DROP,driving,to WS008.01,83
2024-11-14 10:58:28,SC019,TO_CO_TFTU000173,DROP,finished,at WS003.01,0
2024-11-14 10:58:28,SC019,TO_CO_TFTU000181,PICK,driving,to QC005,43
2024-11-14 10:58:29,SC017,TO_CO_TFTU000049,DROP,finished,at WS015.01,0
2024-11-14 10:58:29,SC017,TO_CO_TFTU000058,PICK,driving,to QC005,133
2024-11-14 10:58:45,SC015,TO_CO_TFTU000079,PICK,finished,at RAIL001.21,0
2024-11-14 10:58:45,SC015,TO_CO_TFTU000079,DROP,driving,to WS015.01,167
2024-11-14 10:58:46,SC010,TO_CO_TFTU000174,DROP,arriving,at WS010.01,88
2024-11-14 10:58:46,SC010,TO_CO_TFTU000174,DROP,working,at WS010.01,60
2024-11-14 10:58:47,SC009,TO_CO_TFTU000083,PICK,arriving,at QC006,133
2024-11-14 10:58:47,SC009,TO_CO_TFTU000083,PICK,working,at QC006,60
2024-11-14 10:59:01,SC004,TO_CO_TFTU000048,DROP,finished,at WS014.01,0
2024-11-14 10:59:01,SC004,TO_CO_TFTU000118,PICK,driving,to QC006,142
2024-11-14 10:59:03,SC003,TO_CO_TFTU000076,DROP,arriving,at WS015.01,146
2024-11-14 10:59:03,SC003,TO_CO_TFTU000076,DROP,working,at WS015.01,60
2024-11-14 10:59:05,SC020,TO_CO_TFTU000184,PICK,arriving,at QC003,101
2024-11-14 10:59:05,SC020,TO_CO_TFTU000184,PICK,working,at QC003,60
2024-11-14 10:59:11,SC019,TO_CO_TFTU000181,PICK,arriving,at QC005,43
2024-11-14 10:59:11,SC019,TO_CO_TFTU000181,PICK,working,at QC005,60
2024-11-14 10:59:16,SC018,TO_CO_TFTU000159,PICK,finished,at QC004,0
