SC,TO,Action,Location,timestamp_start,timestamp_end,duration_visit
SC010,TO_CO_TFTU000238,DROP,at WS004.01,2024-11-14 11:18:51,2024-11-14 11:19:50,0 days 00:00:59
SC001,TO_CO_TFTU000246,PICK,at QC004,2024-11-14 11:18:53,2024-11-14 11:19:53,0 days 00:01:00
SC020,TO_CO_TFTU000247,PICK,at QC005,2024-11-14 11:19:00,2024-11-14 11:21:00,0 days 00:02:00
SC012,TO_CO_TFTU000044,PICK,at QC007,2024-11-14 11:19:01,2024-11-14 11:20:01,0 days 00:01:00
SC016,TO_CO_TFTU000244,PICK,at QC003,2024-11-14 11:19:01,2024-11-14 11:20:01,0 days 00:01:00
SC007,TO_CO_TFTU000108,PICK,at QC006,2024-11-14 11:19:09,2024-11-14 11:20:09,0 days 00:01:00
SC009,TO_CO_TFTU000178,PICK,at QC006,2024-11-14 11:19:29,2024-11-14 11:20:29,0 days 00:01:00
SC014,TO_CO_TFTU000250,PICK,at QC005,2024-11-14 11:19:40,2024-11-14 11:21:12,0 days 00:01:32
SC019,TO_CO_TFTU000233,DROP,at WS002.01,2024-11-14 11:19:43,2024-11-14 11:20:43,0 days 00:01:00
SC018,TO_CO_TFTU000242,DROP,at WS003.01,2024-11-14 11:19:54,2024-11-14 11:20:54,0 days 00:01:00
SC001,TO_CO_TFTU000246,DROP,at YARD001.27,2024-11-14 11:20:10,2024-11-14 11:21:10,0 days 00:01:00
SC005,TO_CO_TFTU000248,DROP,at YARD001.38,2024-11-14 11:20:14,2024-11-14 11:21:14,0 days 00:01:00
SC006,TO_CO_TFTU000228,DROP,at WS014.01,2024-11-14 11:20:15,2024-11-14 11:21:14,0 days 00:00:59
SC016,TO_CO_TFTU000244,DROP,at YARD001.26,2024-11-14 11:20:16,2024-11-14 11:21:16,0 days 00:01:00
SC002,TO_CO_TFTU000050,DROP,at WS015.01,2024-11-14 11:20:41,2024-11-14 11:21:41,0 days 00:01:00
SC013,TO_CO_TFTU000060,PICK,at QC007,2024-11-14 11:20:46,2024-11-14 11:21:46,0 days 00:01:00
SC004,TO_CO_TFTU000251,DROP,at YARD001.25,2024-11-14 11:20:50,2024-11-14 11:21:50,0 days 00:01:00
SC003,TO_CO_TFTU000183,PICK,at QC007,2024-11-14 11:20:56,2024-11-14 11:21:56,0 days 00:01:00
SC008,TO_CO_TFTU000240,DROP,at WS014.01,2024-11-14 11:21:03,2024-11-14 11:22:02,0 days 00:00:59
SC017,TO_CO_TFTU000257,PICK,at QC006,2024-11-14 11:21:15,2024-11-14 11:22:15,0 days 00:01:00
SC010,TO_CO_TFTU000061,PICK,at QC007,2024-11-14 11:21:18,2024-11-14 11:22:47,0 days 00:01:29
SC001,TO_CO_TFTU000245,PICK,at QC004,2024-11-14 11:21:27,2024-11-14 11:22:27,0 days 00:01:00
SC018,TO_CO_TFTU000232,PICK,at QC005,2024-11-14 11:21:37,2024-11-14 11:22:37,0 days 00:01:00
SC020,TO_CO_TFTU000247,DROP,at YARD001.21,2024-11-14 11:21:45,2024-11-14 11:22:45,0 days 00:01:00
SC005,TO_CO_TFTU000260,PICK,at QC006,2024-11-14 11:21:47,2024-11-14 11:22:47,0 days 00:01:00
SC016,TO_CO_TFTU000253,PICK,at QC005,2024-11-14 11:21:52,2024-11-14 11:22:53,0 days 00:01:01
SC019,TO_CO_TFTU000218,PICK,at QC007,2024-11-14 11:21:53,2024-11-14 11:22:57,0 days 00:01:04
SC004,TO_CO_TFTU000254,PICK,at QC004,2024-11-14 11:22:10,2024-11-14 11:23:10,0 days 00:01:00
SC014,TO_CO_TFTU000250,DROP,at WS007.01,2024-11-14 11:22:13,2024-11-14 11:23:13,0 days 00:01:00
SC015,TO_CO_TFTU000055,DROP,at WS015.01,2024-11-14 11:22:19,2024-11-14 11:23:19,0 days 00:01:00
SC011,TO_CO_TFTU000206,PICK,at QC007,2024-11-14 11:22:20,2024-11-14 11:23:47,0 days 00:01:27
SC007,TO_CO_TFTU000108,DROP,at WS016.01,2024-11-14 11:22:49,2024-11-14 11:23:49,0 days 00:01:00
SC012,TO_CO_TFTU000044,DROP,at WS015.01,2024-11-14 11:22:50,2024-11-14 11:23:50,0 days 00:01:00
SC017,TO_CO_TFTU000257,DROP,at YARD001.36,2024-11-14 11:22:51,2024-11-14 11:23:52,0 days 00:01:01
SC020,TO_CO_TFTU000252,PICK,at QC003,2024-11-14 11:22:54,2024-11-14 11:23:55,0 days 00:01:01
SC001,TO_CO_TFTU000245,DROP,at WS004.01,2024-11-14 11:23:14,2024-11-14 11:24:14,0 days 00:01:00
SC009,TO_CO_TFTU000178,DROP,at WS017.01,2024-11-14 11:23:18,2024-11-14 11:24:18,0 days 00:01:00
SC006,TO_CO_TFTU000256,PICK,at QC005,2024-11-14 11:23:18,2024-11-14 11:24:18,0 days 00:01:00
SC016,TO_CO_TFTU000253,DROP,at WS001.01,2024-11-14 11:23:18,2024-11-14 11:24:18,0 days 00:01:00
SC004,TO_CO_TFTU000254,DROP,at YARD001.21,2024-11-14 11:23:37,2024-11-14 11:24:38,0 days 00:01:01
SC018,TO_CO_TFTU000232,DROP,at WS007.01,2024-11-14 11:23:38,2024-11-14 11:24:38,0 days 00:01:00
SC005,TO_CO_TFTU000260,DROP,at YARD001.26,2024-11-14 11:23:41,2024-11-14 11:24:42,0 days 00:01:01
SC002,TO_CO_TFTU000204,PICK,at QC005,2024-11-14 11:23:54,2024-11-14 11:24:54,0 days 00:01:00
SC008,TO_CO_TFTU000216,PICK,at QC005,2024-11-14 11:24:06,2024-11-14 11:25:19,0 days 00:01:13
SC017,TO_CO_TFTU000255,PICK,at QC005,2024-11-14 11:24:10,2024-11-14 11:25:55,0 days 00:01:45
SC014,TO_CO_TFTU000267,PICK,at QC005,2024-11-14 11:24:14,2024-11-14 11:26:19,0 days 00:02:05
SC020,TO_CO_TFTU000252,DROP,at YARD001.31,2024-11-14 11:24:19,2024-11-14 11:25:19,0 days 00:01:00
SC003,TO_CO_TFTU000183,DROP,at WS014.01,2024-11-14 11:24:36,2024-11-14 11:25:36,0 days 00:01:00
SC013,TO_CO_TFTU000060,DROP,at WS016.01,2024-11-14 11:24:44,2024-11-14 11:25:44,0 days 00:01:00
SC006,TO_CO_TFTU000256,DROP,at WS002.01,2024-11-14 11:24:52,2024-11-14 11:25:52,0 days 00:01:00
SC016,TO_CO_TFTU000258,PICK,at QC006,2024-11-14 11:25:01,2024-11-14 11:26:01,0 days 00:01:00
SC004,TO_CO_TFTU000271,PICK,at QC001,2024-11-14 11:25:02,2024-11-14 11:26:02,0 days 00:01:00
SC005,TO_CO_TFTU000262,PICK,at QC003,2024-11-14 11:25:07,2024-11-14 11:26:05,0 days 00:00:58
SC019,TO_CO_TFTU000218,DROP,at WS012.01,2024-11-14 11:25:19,2024-11-14 11:26:18,0 days 00:00:59
SC001,TO_CO_TFTU000259,PICK,at QC006,2024-11-14 11:25:24,2024-11-14 11:26:24,0 days 00:01:00
SC018,TO_CO_TFTU000276,PICK,at QC005,2024-11-14 11:25:39,2024-11-14 11:26:55,0 days 00:01:16
SC010,TO_CO_TFTU000061,DROP,at WS016.01,2024-11-14 11:25:45,2024-11-14 11:26:44,0 days 00:00:59
SC020,TO_CO_TFTU000266,PICK,at QC005,2024-11-14 11:25:46,2024-11-14 11:27:20,0 days 00:01:34
SC012,TO_CO_TFTU000277,PICK,at QC004,2024-11-14 11:25:58,2024-11-14 11:26:58,0 days 00:01:00
SC015,TO_CO_TFTU000224,PICK,at QC007,2024-11-14 11:26:08,2024-11-14 11:27:08,0 days 00:01:00
SC007,TO_CO_TFTU000272,PICK,at QC005,2024-11-14 11:26:11,2024-11-14 11:27:56,0 days 00:01:45
SC005,TO_CO_TFTU000262,DROP,at YARD001.24,2024-11-14 11:26:16,2024-11-14 11:27:16,0 days 00:01:00
SC006,TO_CO_TFTU000264,PICK,at QC005,2024-11-14 11:26:26,2024-11-14 11:28:20,0 days 00:01:54
SC014,TO_CO_TFTU000267,DROP,at YARD001.37,2024-11-14 11:26:36,2024-11-14 11:27:36,0 days 00:01:00
SC017,TO_CO_TFTU000255,DROP,at WS003.01,2024-11-14 11:26:38,2024-11-14 11:27:38,0 days 00:01:00
SC011,TO_CO_TFTU000206,DROP,at WS016.01,2024-11-14 11:26:45,2024-11-14 11:27:45,0 days 00:01:00
SC009,TO_CO_TFTU000236,PICK,at QC006,2024-11-14 11:27:07,2024-11-14 11:28:07,0 days 00:01:00
SC004,TO_CO_TFTU000271,DROP,at WS002.01,2024-11-14 11:27:07,2024-11-14 11:28:07,0 days 00:01:00
SC012,TO_CO_TFTU000277,DROP,at YARD001.27,2024-11-14 11:27:15,2024-11-14 11:28:15,0 days 00:01:00
SC002,TO_CO_TFTU000204,DROP,at WS017.01,2024-11-14 11:27:25,2024-11-14 11:28:25,0 days 00:01:00
SC005,TO_CO_TFTU000077,PICK,at QC003,2024-11-14 11:27:27,2024-11-14 11:28:27,0 days 00:01:00
SC016,TO_CO_TFTU000258,DROP,at WS008.01,2024-11-14 11:27:29,2024-11-14 11:28:29,0 days 00:01:00
SC018,TO_CO_TFTU000276,DROP,at WS003.01,2024-11-14 11:27:38,2024-11-14 11:28:38,0 days 00:01:00
SC003,TO_CO_TFTU000280,PICK,at QC005,2024-11-14 11:27:40,2024-11-14 11:28:56,0 days 00:01:16
SC008,TO_CO_TFTU000216,DROP,at WS017.01,2024-11-14 11:27:50,2024-11-14 11:28:49,0 days 00:00:59
SC014,TO_CO_TFTU000273,PICK,at QC005,2024-11-14 11:27:53,2024-11-14 11:29:21,0 days 00:01:28
SC001,TO_CO_TFTU000259,DROP,at YARD001.02,2024-11-14 11:27:58,2024-11-14 11:28:59,0 days 00:01:01
SC019,TO_CO_TFTU000286,PICK,at RAIL001.93,2024-11-14 11:27:59,2024-11-14 11:28:59,0 days 00:01:00
SC017,TO_CO_TFTU000284,PICK,at QC004,2024-11-14 11:28:16,2024-11-14 11:29:16,0 days 00:01:00
SC012,TO_CO_TFTU000283,PICK,at QC003,2024-11-14 11:28:32,2024-11-14 11:29:32,0 days 00:01:00
SC013,TO_CO_TFTU000219,PICK,at QC007,2024-11-14 11:28:42,2024-11-14 11:29:42,0 days 00:01:00
SC006,TO_CO_TFTU000264,DROP,at WS001.01,2024-11-14 11:28:45,2024-11-14 11:29:45,0 days 00:01:00
SC007,TO_CO_TFTU000272,DROP,at YARD001.02,2024-11-14 11:29:12,2024-11-14 11:30:12,0 days 00:01:00
SC020,TO_CO_TFTU000266,DROP,at WS013.01,2024-11-14 11:29:15,2024-11-14 11:30:14,0 days 00:00:59
SC004,TO_CO_TFTU000198,PICK,at QC007,2024-11-14 11:29:17,2024-11-14 11:30:17,0 days 00:01:00
SC017,TO_CO_TFTU000284,DROP,at YARD001.40,2024-11-14 11:29:38,2024-11-14 11:30:38,0 days 00:01:00
SC018,TO_CO_TFTU000249,PICK,at QC006,2024-11-14 11:29:39,2024-11-14 11:30:39,0 days 00:01:00
SC010,TO_CO_TFTU000243,PICK,at QC007,2024-11-14 11:29:42,2024-11-14 11:30:43,0 days 00:01:01
SC001,TO_CO_TFTU000208,PICK,at RAIL001.40,2024-11-14 11:29:43,2024-11-14 11:30:43,0 days 00:01:00
SC012,TO_CO_TFTU000283,DROP,at YARD001.25,2024-11-14 11:29:45,2024-11-14 11:30:45,0 days 00:01:00
SC003,TO_CO_TFTU000280,DROP,at YARD001.18,2024-11-14 11:29:47,2024-11-14 11:30:47,0 days 00:01:00
SC015,TO_CO_TFTU000224,DROP,at WS014.01,2024-11-14 11:29:48,2024-11-14 11:30:48,0 days 00:01:00
SC014,TO_CO_TFTU000273,DROP,at YARD001.31,2024-11-14 11:29:48,2024-11-14 11:30:48,0 days 00:01:00
SC016,TO_CO_TFTU000227,PICK,at RAIL001.62,2024-11-14 11:29:51,2024-11-14 11:30:51,0 days 00:01:00
SC011,TO_CO_TFTU000268,PICK,at QC006,2024-11-14 11:30:25,2024-11-14 11:31:25,0 days 00:01:00
SC007,TO_CO_TFTU000282,PICK,at QC001,2024-11-14 11:30:34,2024-11-14 11:31:34,0 days 00:01:00
SC019,TO_CO_TFTU000286,DROP,at WS003.01,2024-11-14 11:30:45,2024-11-14 11:31:45,0 days 00:01:00
SC006,TO_CO_TFTU000261,PICK,at QC007,2024-11-14 11:30:46,2024-11-14 11:31:46,0 days 00:01:00
SC009,TO_CO_TFTU000236,DROP,at WS017.01,2024-11-14 11:30:56,2024-11-14 11:31:56,0 days 00:01:00
SC002,TO_CO_TFTU000263,PICK,at QC005,2024-11-14 11:30:56,2024-11-14 11:31:56,0 days 00:01:00
SC012,TO_CO_TFTU000202,PICK,at QC003,2024-11-14 11:30:58,2024-11-14 11:31:58,0 days 00:01:00
SC003,TO_CO_TFTU000275,PICK,at QC003,2024-11-14 11:31:02,2024-11-14 11:32:02,0 days 00:01:00
SC005,TO_CO_TFTU000077,DROP,at WS017.01,2024-11-14 11:31:11,2024-11-14 11:32:11,0 days 00:01:00
SC014,TO_CO_TFTU000265,PICK,at QC005,2024-11-14 11:31:15,2024-11-14 11:32:16,0 days 00:01:01
SC008,TO_CO_TFTU000279,PICK,at QC005,2024-11-14 11:31:20,2024-11-14 11:32:57,0 days 00:01:37
SC017,TO_CO_TFTU000237,PICK,at QC007,2024-11-14 11:31:25,2024-11-14 11:32:25,0 days 00:01:00
SC020,TO_CO_TFTU000270,PICK,at QC006,2024-11-14 11:32:27,2024-11-14 11:33:27,0 days 00:01:00
SC019,TO_CO_TFTU000278,PICK,at QC005,2024-11-14 11:32:28,2024-11-14 11:33:28,0 days 00:01:00
SC013,TO_CO_TFTU000219,DROP,at WS016.01,2024-11-14 11:32:40,2024-11-14 11:33:40,0 days 00:01:00
SC007,TO_CO_TFTU000282,DROP,at WS003.01,2024-11-14 11:32:48,2024-11-14 11:33:48,0 days 00:01:00
SC016,TO_CO_TFTU000227,DROP,at WS013.01,2024-11-14 11:32:58,2024-11-14 11:33:58,0 days 00:01:00
SC018,TO_CO_TFTU000249,DROP,at WS014.01,2024-11-14 11:33:01,2024-11-14 11:34:01,0 days 00:01:00
SC015,TO_CO_TFTU000274,PICK,at QC006,2024-11-14 11:33:10,2024-11-14 11:34:10,0 days 00:01:00
SC001,TO_CO_TFTU000208,DROP,at WS014.01,2024-11-14 11:33:11,2024-11-14 11:34:11,0 days 00:01:00
SC004,TO_CO_TFTU000198,DROP,at WS017.01,2024-11-14 11:33:24,2024-11-14 11:34:24,0 days 00:01:00
SC011,TO_CO_TFTU000268,DROP,at WS012.01,2024-11-14 11:33:29,2024-11-14 11:34:29,0 days 00:01:00
SC010,TO_CO_TFTU000243,DROP,at WS017.01,2024-11-14 11:33:50,2024-11-14 11:34:49,0 days 00:00:59
SC003,TO_CO_TFTU000275,DROP,at WS014.01,2024-11-14 11:34:19,2024-11-14 11:35:19,0 days 00:01:00
SC002,TO_CO_TFTU000263,DROP,at WS017.01,2024-11-14 11:34:27,2024-11-14 11:35:27,0 days 00:01:00
SC019,TO_CO_TFTU000278,DROP,at WS007.01,2024-11-14 11:34:29,2024-11-14 11:35:29,0 days 00:01:00
SC014,TO_CO_TFTU000265,DROP,at WS016.01,2024-11-14 11:34:38,2024-11-14 11:35:38,0 days 00:01:00
SC012,TO_CO_TFTU000202,DROP,at WS017.01,2024-11-14 11:34:42,2024-11-14 11:35:50,0 days 00:01:08
SC008,TO_CO_TFTU000279,DROP,at WS012.01,2024-11-14 11:34:43,2024-11-14 11:35:42,0 days 00:00:59
SC006,TO_CO_TFTU000261,DROP,at WS016.01,2024-11-14 11:34:44,2024-11-14 11:35:44,0 days 00:01:00
SC007,TO_CO_TFTU000269,PICK,at QC006,2024-11-14 11:34:49,2024-11-14 11:35:49,0 days 00:01:00
SC017,TO_CO_TFTU000237,DROP,at WS014.01,2024-11-14 11:35:05,2024-11-14 11:36:05,0 days 00:01:00
SC016,TO_CO_TFTU000285,PICK,at QC005,2024-11-14 11:35:56,2024-11-14 11:36:54,0 days 00:00:58
SC020,TO_CO_TFTU000270,DROP,at WS015.01,2024-11-14 11:35:58,2024-11-14 11:36:58,0 days 00:01:00
SC015,TO_CO_TFTU000274,DROP,at WS013.01,2024-11-14 11:36:23,2024-11-14 11:37:23,0 days 00:01:00
SC019,TO_CO_TFTU000281,PICK,at QC006,2024-11-14 11:36:48,2024-11-14 11:37:48,0 days 00:01:00
SC007,TO_CO_TFTU000269,DROP,at WS013.01,2024-11-14 11:38:02,2024-11-14 11:39:02,0 days 00:01:00
SC016,TO_CO_TFTU000285,DROP,at WS012.01,2024-11-14 11:38:40,2024-11-14 11:39:40,0 days 00:01:00
SC019,TO_CO_TFTU000281,DROP,at WS008.01,2024-11-14 11:39:16,2024-11-14 11:40:16,0 days 00:01:00
